Time,acce_x,acce_y,acce_z,gyro_x,gyro_y, gyro_z
0.000,-0.014,-0.159,0.887,-0.718,-1.038,2.580
0.000,-0.014,-0.163,0.876,-0.870,-0.290,2.656
0.010,-0.002,-0.164,0.883,-0.885,0.229,2.870
0.010,-0.005,-0.161,0.868,-1.695,0.168,2.809
0.010,0.008,-0.163,0.875,-2.122,0.275,2.824
0.020,0.008,-0.162,0.876,-2.351,0.290,2.519
0.020,0.016,-0.164,0.887,-2.580,0.580,2.153
0.020,0.015,-0.162,0.880,-2.519,1.053,2.031
0.030,0.008,-0.169,0.889,-2.519,1.191,1.802
0.030,0.015,-0.160,0.884,-2.443,1.756,1.450
0.030,0.007,-0.177,0.892,-2.427,1.527,1.084
0.040,0.001,-0.175,0.883,-2.321,0.840,0.962
0.040,-0.003,-0.177,0.896,-2.031,-0.015,0.855
0.040,-0.009,-0.173,0.894,-2.122,-1.069,0.595
0.050,-0.008,-0.177,0.892,-2.198,-2.122,0.656
0.050,-0.000,-0.177,0.905,-1.985,-2.947,0.275
0.060,-0.006,-0.178,0.910,-1.588,-3.084,0.351
0.060,-0.004,-0.176,0.915,-1.145,-3.069,0.565
0.060,-0.007,-0.178,0.906,-0.702,-2.809,0.427
0.070,-0.008,-0.173,0.898,-0.351,-2.168,0.824
0.070,-0.004,-0.177,0.890,0.137,-1.496,1.237
0.080,-0.007,-0.176,0.901,0.244,-1.145,1.450
0.080,-0.004,-0.173,0.872,0.443,-0.916,1.710
0.080,-0.015,-0.165,0.869,0.198,-1.527,1.786
0.090,-0.001,-0.163,0.875,-0.565,-2.137,2.092
0.090,0.005,-0.169,0.877,-0.214,-2.153,1.969
0.100,0.012,-0.167,0.885,-0.244,-1.756,2.153
0.100,0.026,-0.163,0.889,-0.687,-1.420,1.985
0.100,0.022,-0.162,0.877,-0.931,-1.206,1.695
0.110,0.035,-0.164,0.878,-0.901,-1.145,1.405
0.110,0.041,-0.158,0.882,-0.779,-0.550,0.901
0.120,0.048,-0.162,0.876,-0.702,-0.718,0.321
0.120,0.037,-0.156,0.876,-1.145,-0.931,-0.183
0.120,0.041,-0.161,0.872,-1.206,-1.053,-0.641
0.130,0.046,-0.153,0.869,-0.992,-1.267,-1.511
0.130,0.047,-0.160,0.878,-0.947,-1.481,-2.214
0.140,0.036,-0.152,0.873,-0.916,-2.397,-3.221
0.140,0.029,-0.156,0.869,-1.756,-3.847,-3.954
0.140,0.026,-0.162,0.879,-2.153,-4.504,-4.519
0.150,0.015,-0.156,0.888,-1.527,-3.756,-4.672
0.150,0.017,-0.162,0.894,-1.160,-2.794,-4.580
0.160,0.011,-0.159,0.885,-0.794,-1.710,-4.397
0.160,0.013,-0.156,0.880,-1.267,-0.687,-4.107
