Time,acce_x,acce_y,acce_z,gyro_x,gyro_y, gyro_z
0.000,0.183,-0.207,0.869,-0.336,-0.534,2.931
0.000,0.182,-0.200,0.865,-0.504,-1.328,2.931
0.010,0.181,-0.202,0.860,-0.901,-2.519,3.298
0.010,0.182,-0.208,0.850,-1.191,-3.924,3.237
0.010,0.184,-0.204,0.858,-1.863,-4.656,2.947
0.020,0.195,-0.202,0.864,-2.443,-5.802,2.916
0.020,0.201,-0.204,0.857,-2.550,-6.977,2.550
0.020,0.198,-0.205,0.856,-3.053,-6.244,2.626
0.030,0.196,-0.205,0.850,-2.931,-4.916,3.008
0.030,0.201,-0.211,0.885,-2.198,-4.336,2.931
0.030,0.212,-0.218,0.897,-0.779,-3.511,2.733
0.040,0.219,-0.218,0.901,0.153,-2.519,2.641
0.040,0.222,-0.215,0.886,0.702,-0.580,2.489
0.040,0.207,-0.204,0.865,1.145,1.023,2.473
0.050,0.205,-0.211,0.851,0.916,2.611,2.626
0.050,0.192,-0.207,0.855,1.267,2.931,2.718
0.050,0.192,-0.208,0.864,0.656,2.519,2.931
0.060,0.195,-0.211,0.855,0.305,2.244,3.191
0.060,0.201,-0.206,0.866,0.275,1.679,3.008
0.070,0.195,-0.207,0.861,0.321,1.420,2.855
0.070,0.195,-0.206,0.865,0.336,1.008,2.870
0.070,0.192,-0.207,0.865,0.443,0.901,2.947
0.080,0.197,-0.206,0.861,0.534,0.733,2.962
0.080,0.203,-0.206,0.864,0.183,0.198,2.824
0.090,0.209,-0.204,0.851,-0.305,-0.809,2.321
0.090,0.205,-0.201,0.857,-0.473,-1.954,2.290
0.090,0.203,-0.205,0.865,-0.824,-3.145,2.198
0.100,0.201,-0.207,0.865,-0.656,-4.092,2.504
0.100,0.204,-0.208,0.872,-1.130,-5.802,2.947
0.110,0.118,-0.229,0.855,-0.824,-12.153,2.290
0.110,0.208,-0.203,0.882,-1.389,-1.389,3.847
0.110,0.249,-0.218,0.925,1.344,3.908,4.107
0.120,0.224,-0.220,0.907,3.542,1.817,3.282
0.120,0.191,-0.220,0.883,4.611,-2.260,2.626
0.120,0.195,-0.183,0.823,2.046,-2.244,2.458
0.130,0.209,-0.189,0.812,0.229,-0.901,2.763
0.130,0.228,-0.200,0.844,-1.145,0.000,2.702
0.140,0.219,-0.200,0.872,-0.840,-0.351,2.748
0.140,0.211,-0.202,0.889,-0.061,-1.344,2.519
0.140,0.214,-0.204,0.866,0.534,-1.450,2.779
0.150,0.214,-0.205,0.864,0.656,-0.305,3.038
0.150,0.217,-0.204,0.875,0.870,0.824,3.328
0.160,0.233,-0.209,0.883,1.695,2.107,3.374
0.160,0.235,-0.214,0.897,2.885,3.069,3.435
0.160,0.229,-0.210,0.893,4.107,4.519,3.191
0.170,0.225,-0.209,0.888,4.794,5.160,3.069
0.170,0.227,-0.202,0.886,4.916,6.015,3.176
0.180,0.229,-0.209,0.880,4.534,7.099,3.099
0.180,0.231,-0.204,0.874,4.229,8.214,3.008
0.180,0.235,-0.200,0.875,3.985,8.916,2.855
0.190,0.224,-0.195,0.872,3.695,9.038,2.565
0.190,0.214,-0.199,0.868,3.267,8.076,2.427
0.190,0.211,-0.191,0.850,2.076,6.168,2.153
0.200,0.219,-0.188,0.846,1.191,4.351,1.924
0.200,0.216,-0.192,0.851,0.305,3.008,1.725
0.210,0.213,-0.198,0.846,0.168,1.557,1.588
0.210,0.204,-0.201,0.853,0.214,0.107,1.405
0.210,0.207,-0.197,0.851,0.260,-1.756,1.176
0.220,0.208,-0.200,0.844,0.061,-2.748,0.870
0.220,0.223,-0.193,0.854,0.061,-2.916,0.519
0.230,0.224,-0.196,0.850,-0.046,-2.840,0.336
0.230,0.216,-0.197,0.850,-0.351,-3.252,0.519
0.230,0.218,-0.190,0.839,-0.702,-3.389,0.534
0.240,0.211,-0.190,0.835,-1.405,-3.038,0.672
0.240,0.207,-0.192,0.833,-1.710,-2.748,0.748
0.250,0.215,-0.193,0.841,-2.183,-1.588,0.901
0.250,0.214,-0.194,0.839,-2.550,-0.504,1.023
0.250,0.221,-0.194,0.856,-2.733,0.076,1.191
0.260,0.229,-0.197,0.862,-3.130,0.840,1.038
0.260,0.217,-0.203,0.865,-2.916,1.206,0.779
0.260,0.215,-0.204,0.869,-2.809,1.053,0.855
0.270,0.216,-0.200,0.872,-2.427,0.794,0.763
0.270,0.210,-0.201,0.884,-2.443,0.290,0.779
0.280,0.220,-0.206,0.877,-2.061,0.198,0.641
0.280,0.224,-0.201,0.879,-2.107,0.824,0.458
0.280,0.220,-0.208,0.883,-1.802,1.420,0.504
0.290,0.219,-0.204,0.879,-1.725,2.229,0.473
0.290,0.216,-0.201,0.877,-1.603,2.733,0.382
0.300,0.219,-0.206,0.874,-1.649,3.527,0.550
0.300,0.217,-0.202,0.884,-1.405,4.168,0.443
0.300,0.222,-0.200,0.888,-1.176,5.542,0.305
0.310,0.222,-0.198,0.894,-0.855,6.763,0.366
0.310,0.228,-0.203,0.895,-0.489,8.260,0.275
0.320,0.218,-0.199,0.881,-0.382,9.267,0.397
0.320,0.218,-0.200,0.897,-0.137,9.802,0.122
0.320,0.214,-0.203,0.884,-0.046,10.229,0.122
0.330,0.209,-0.204,0.882,-0.229,10.260,0.015
0.330,0.210,-0.207,0.886,-0.092,9.985,-0.198
0.340,0.201,-0.201,0.902,0.672,9.038,-0.397
0.340,0.207,-0.206,0.897,1.176,6.901,-0.382
0.340,0.207,-0.200,0.890,1.435,5.420,-0.733
0.350,0.196,-0.201,0.876,1.389,3.282,-0.885
0.350,0.191,-0.201,0.873,1.649,1.466,-1.282
0.350,0.193,-0.198,0.878,1.389,-0.168,-1.313
0.360,0.192,-0.200,0.866,1.573,-1.679,-1.481
0.360,0.188,-0.200,0.862,1.084,-2.779,-1.389
0.370,0.187,-0.199,0.856,0.351,-3.817,-1.359
0.370,0.189,-0.197,0.852,-0.244,-4.473,-1.435
0.370,0.185,-0.198,0.861,-0.656,-4.473,-1.160
0.380,0.177,-0.200,0.858,-1.221,-4.244,-0.748
0.380,0.177,-0.204,0.866,-1.634,-4.443,-0.198
0.390,0.177,-0.202,0.867,-1.557,-3.679,0.382
0.390,0.182,-0.196,0.867,-1.634,-2.229,0.885
0.400,0.183,-0.202,0.866,-1.466,-0.840,1.053
0.400,0.186,-0.198,0.869,-1.374,0.137,1.420
0.400,0.188,-0.199,0.874,-0.931,0.763,1.374
0.410,0.181,-0.196,0.875,-0.366,1.160,1.634
0.410,0.177,-0.195,0.881,-0.015,1.527,1.756
0.410,0.179,-0.202,0.880,0.260,1.527,2.076
0.420,0.185,-0.198,0.863,0.122,1.557,2.183
0.420,0.187,-0.204,0.869,0.229,1.206,2.122
0.430,0.194,-0.205,0.884,0.260,0.840,2.229
0.430,0.191,-0.206,0.873,0.656,0.595,2.107
0.430,0.198,-0.206,0.875,0.748,0.351,1.878
0.440,0.194,-0.202,0.879,0.351,0.183,1.603
0.440,0.187,-0.198,0.875,0.489,-0.275,1.863
0.450,0.192,-0.201,0.871,0.290,-0.611,1.679
0.450,0.193,-0.207,0.886,0.168,-1.252,1.786
0.450,0.177,-0.207,0.875,0.321,-1.802,1.893
0.460,0.167,-0.214,0.892,1.023,-2.336,2.305
0.460,0.159,-0.214,0.902,1.618,-2.656,2.611
0.460,0.156,-0.213,0.888,2.305,-2.550,3.160
0.470,0.151,-0.222,0.897,2.916,-2.198,3.588
0.470,0.145,-0.224,0.898,3.649,-1.389,4.275
0.480,0.135,-0.231,0.900,4.427,-0.840,4.763
0.480,0.121,-0.235,0.895,4.962,-0.779,5.328
0.480,0.110,-0.237,0.885,5.069,-0.107,5.756
0.490,0.079,-0.245,0.888,4.855,-0.702,6.427
