Time,acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.000010,0.07,0.13,1.10,-2.59,1.00,-0.41
0.000020,0.07,0.13,1.07,-2.21,1.68,-0.05
0.000030,0.07,0.11,1.08,-1.17,1.81,0.38
0.000050,0.05,0.11,1.07,-0.89,-0.97,0.27
0.000060,0.05,0.12,1.07,-0.50,-2.91,0.34
0.000070,0.06,0.11,1.08,0.82,0.04,0.03
0.000080,0.05,0.13,1.10,-0.48,-3.27,-0.70
0.000100,0.06,0.13,1.10,-1.44,-4.71,-0.95
0.000110,0.08,0.13,1.08,-2.26,-1.75,-0.98
0.000120,0.07,0.14,1.09,-1.75,3.32,-0.89
0.000140,0.09,0.14,1.10,-2.99,2.31,-0.21
0.000150,0.07,0.13,1.09,-4.24,1.76,1.32
0.000160,0.05,0.12,1.08,-5.26,1.53,0.89
0.000180,0.04,0.12,1.07,-5.43,1.18,0.12
0.000190,0.05,0.10,1.03,-4.24,-0.10,-0.08
0.000200,0.05,0.11,1.04,-3.31,-1.45,0.22
0.000220,0.05,0.11,1.06,-2.50,-1.50,-0.46
0.000230,0.06,0.11,1.05,-2.54,-2.52,-0.61
0.000240,0.08,0.12,1.07,-2.31,1.98,-0.45
0.000260,0.06,0.13,1.08,-3.34,0.37,-0.44
0.000270,0.07,0.13,1.07,-4.19,2.06,0.56
0.000280,0.06,0.12,1.07,-4.63,1.89,0.53
0.000300,0.06,0.12,1.05,-3.82,3.29,-0.34
0.000310,0.05,0.12,1.04,-2.86,1.10,-0.55
0.000320,0.05,0.11,1.03,-1.23,-2.10,-0.11
0.000340,0.06,0.12,1.03,-0.58,-5.55,-0.08
0.000350,0.06,0.11,1.04,-0.66,-6.82,0.50
0.000360,0.07,0.11,1.03,-1.24,-1.44,0.73
0.000380,0.06,0.11,1.04,-1.62,0.70,0.37
0.000390,0.05,0.11,1.04,-1.78,2.20,0.41
0.000400,0.05,0.12,1.06,-1.90,2.05,0.17
0.000410,0.04,0.12,1.05,-0.89,0.80,-0.27
0.000430,0.05,0.11,1.06,0.40,1.36,-0.45
0.000440,0.05,0.12,1.07,0.97,-0.66,-1.20
0.000450,0.05,0.14,1.07,1.24,-2.71,-0.90
0.000470,0.08,0.14,1.09,0.07,-0.20,-0.41
0.000480,0.06,0.15,1.11,-1.28,0.47,-0.09
0.000490,0.06,0.13,1.09,-2.58,-2.02,0.88
0.000510,0.05,0.12,1.10,-3.30,1.12,0.97
0.000520,0.04,0.12,1.08,-3.89,-1.28,0.56
0.000530,0.04,0.11,1.08,-4.57,-2.14,0.61
0.000550,0.04,0.11,1.07,-3.55,0.08,0.07
0.000560,0.05,0.10,1.05,-2.34,-2.53,-0.47
0.000570,0.05,0.10,1.06,-0.72,-1.08,-0.30
0.000590,0.05,0.11,1.07,-0.85,-5.07,-0.14
0.000600,0.07,0.11,1.07,-1.05,-4.58,0.24
0.000610,0.05,0.12,1.08,-1.64,-2.63,0.17
0.000630,0.06,0.12,1.09,-2.35,-2.28,-0.02
0.000640,0.04,0.11,1.11,-4.19,-3.89,0.58
0.000650,0.04,0.10,1.09,-4.48,-3.80,0.50
0.000670,0.03,0.10,1.07,-3.46,-2.52,-0.47
0.000680,0.05,0.11,1.06,-3.10,-5.45,-0.89
0.000690,0.07,0.11,1.06,-2.03,-5.88,-0.71
0.000710,0.08,0.12,1.06,-1.78,-5.89,0.05
0.000720,0.08,0.12,1.08,-1.95,-2.75,0.87
0.000730,0.07,0.13,1.09,-3.36,1.18,0.95
0.000750,0.06,0.12,1.09,-4.12,3.40,0.88
0.000760,0.07,0.12,1.09,-4.82,2.20,1.39
0.000770,0.05,0.11,1.09,-5.34,1.37,2.11
0.000780,0.05,0.11,1.09,-5.90,1.24,2.84
0.000800,0.02,0.09,1.07,-5.88,-1.70,2.26
0.000810,0.03,0.09,1.07,-5.32,-2.74,1.35
0.000820,0.02,0.09,1.08,-4.31,-2.11,0.76
0.000840,0.05,0.09,1.07,-4.24,-2.79,0.63
0.000850,0.05,0.10,1.08,-4.49,-3.41,1.06
0.000860,0.04,0.10,1.07,-4.50,-3.06,0.66
0.000880,0.05,0.10,1.06,-3.79,-0.78,0.28
0.000890,0.05,0.10,1.07,-3.56,-3.86,0.42
0.000900,0.05,0.10,1.09,-4.17,-4.89,0.69
0.000920,0.05,0.09,1.09,-4.79,-3.16,0.89
0.000930,0.05,0.09,1.08,-4.70,-4.37,0.53
0.000940,0.05,0.09,1.07,-4.89,-4.96,0.53
0.000960,0.05,0.10,1.07,-5.16,-6.05,-0.03
0.000970,0.05,0.09,1.07,-5.40,-6.61,0.20
