Time,acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.000,0.296,-0.075,0.865,-2.321,0.733,0.305
0.010,0.297,-0.069,0.871,-2.015,0.412,0.336
0.020,0.310,-0.069,0.871,-1.802,0.824,0.122
0.020,0.303,-0.071,0.869,-1.420,1.756,0.031
0.030,0.296,-0.070,0.855,-1.374,1.802,-0.153
0.040,0.301,-0.063,0.851,-1.252,1.771,-0.153
0.040,0.305,-0.059,0.854,-1.573,0.382,-0.626
0.050,0.302,-0.071,0.858,-2.046,-0.763,-1.130
0.060,0.300,-0.066,0.847,-2.611,-2.687,-1.527
0.070,0.296,-0.061,0.862,-2.947,-3.130,-1.435
0.080,0.292,-0.069,0.869,-3.069,-2.779,-1.191
0.080,0.295,-0.065,0.881,-2.794,-1.496,-0.809
0.090,0.291,-0.075,0.866,-1.832,-3.252,-0.626
0.100,0.310,-0.073,0.875,-1.573,-3.191,-1.237
0.110,0.302,-0.080,0.865,-1.206,-3.710,-2.031
0.120,0.298,-0.074,0.863,-1.191,-4.183,-2.855
0.120,0.287,-0.078,0.859,-1.023,-3.969,-2.962
0.130,0.279,-0.078,0.862,-0.733,-2.641,-2.702
0.140,0.276,-0.079,0.861,-0.733,-1.802,-1.939
0.150,0.286,-0.074,0.867,-1.176,0.534,-0.947
0.160,0.283,-0.082,0.869,-1.130,3.252,0.229
0.160,0.286,-0.076,0.855,-1.313,4.366,1.038
0.170,0.287,-0.075,0.869,-0.947,5.374,2.046
0.180,0.290,-0.074,0.871,-0.931,4.763,2.198
0.190,0.292,-0.074,0.854,-0.947,3.053,2.229
0.200,0.298,-0.062,0.859,-0.947,1.634,1.802
0.200,0.297,-0.061,0.854,-1.237,-0.702,1.527
0.210,0.301,-0.063,0.842,-1.618,-1.435,1.313
0.220,0.296,-0.051,0.841,-1.573,-1.817,1.282
0.230,0.302,-0.062,0.843,-1.725,-2.794,1.328
0.240,0.316,-0.057,0.837,-2.229,-1.557,1.038
0.240,0.309,-0.056,0.840,-2.275,-0.763,0.534
0.250,0.306,-0.058,0.843,-2.718,-0.137,0.443
0.260,0.305,-0.058,0.831,-3.313,-0.382,0.412
0.270,0.311,-0.056,0.849,-3.863,-0.382,0.000
0.280,0.310,-0.057,0.838,-3.954,0.153,-0.031
0.280,0.308,-0.057,0.851,-4.137,-0.366,-0.229
0.290,0.304,-0.065,0.830,-4.397,-0.321,-0.382
0.300,0.294,-0.065,0.834,-5.252,-0.550,-0.504
0.310,0.288,-0.068,0.825,-6.015,-0.595,-0.092
0.320,0.288,-0.068,0.837,-6.229,0.412,-0.031
0.320,0.277,-0.076,0.830,-6.275,-0.168,0.641
0.330,0.282,-0.063,0.828,-6.504,-0.672,0.840
0.340,0.288,-0.071,0.818,-6.794,-0.672,1.038
0.350,0.306,-0.064,0.821,-7.420,-0.366,1.237
0.360,0.298,-0.075,0.818,-7.802,-0.015,1.206
0.360,0.306,-0.067,0.826,-8.183,-0.626,0.916
0.370,0.300,-0.067,0.819,-8.550,-1.069,0.733
0.380,0.301,-0.066,0.817,-8.473,-1.359,0.595
0.390,0.302,-0.061,0.802,-8.519,-0.672,0.107
