Time,acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.000,-0.041,-0.065,0.892,-0.595,1.969,1.206
0.010,-0.045,-0.066,0.886,-0.901,-0.305,0.855
0.020,-0.030,-0.061,0.889,-0.763,-0.809,0.824
0.020,-0.031,-0.067,0.891,-0.962,0.061,0.947
0.030,-0.030,-0.066,0.888,-0.427,-0.122,0.763
0.040,-0.038,-0.062,0.881,-0.336,-0.992,0.794
0.040,-0.031,-0.065,0.904,-0.198,-1.832,0.092
0.050,-0.024,-0.072,0.884,-0.260,-1.893,-0.336
0.060,-0.029,-0.059,0.883,-0.901,-1.008,-0.427
0.070,-0.034,-0.064,0.886,-0.977,-0.931,-0.031
0.080,-0.037,-0.064,0.874,-0.626,-0.244,0.840
0.090,-0.046,-0.063,0.869,-0.458,0.153,1.466
0.090,-0.046,-0.062,0.872,-0.748,0.076,1.359
0.100,-0.027,-0.059,0.865,-1.710,-2.504,0.183
0.110,-0.033,-0.058,0.877,-2.672,-2.473,0.000
0.120,-0.016,-0.060,0.883,-3.344,-2.107,0.244
0.130,-0.026,-0.073,0.908,-2.275,-1.435,0.137
0.130,-0.035,-0.082,0.913,-0.473,-0.550,0.412
0.140,-0.039,-0.072,0.918,1.267,0.046,0.977
0.150,-0.038,-0.071,0.912,2.092,-0.351,1.328
0.160,-0.026,-0.059,0.889,2.290,-1.145,0.733
0.170,-0.022,-0.056,0.876,1.053,-0.687,0.473
0.170,-0.027,-0.055,0.879,0.443,0.565,0.748
0.180,-0.020,-0.059,0.868,0.061,2.672,0.870
0.190,-0.029,-0.057,0.865,-0.076,4.321,0.885
0.200,-0.037,-0.063,0.877,-0.427,5.023,1.053
0.210,-0.069,-0.056,0.858,-1.008,2.626,1.344
0.210,-0.040,-0.060,0.867,-2.489,-2.611,0.336
0.220,-0.020,-0.056,0.888,-2.687,-3.099,0.305
0.230,-0.019,-0.056,0.889,-2.611,-2.595,0.427
0.240,-0.021,-0.062,0.878,-1.649,-2.031,0.779
0.250,-0.021,-0.063,0.872,-1.115,-0.748,0.504
0.250,-0.027,-0.058,0.875,-1.115,0.626,0.519
0.260,-0.034,-0.053,0.883,-1.679,0.198,0.779
0.270,-0.027,-0.054,0.879,-2.702,-0.916,0.290
0.280,-0.023,-0.056,0.886,-3.389,-1.664,-0.153
0.290,-0.021,-0.063,0.899,-3.206,-2.092,-0.382
0.300,-0.027,-0.066,0.909,-2.519,-1.710,-0.489
0.300,-0.031,-0.060,0.895,-1.725,-1.435,-0.458
0.310,-0.031,-0.069,0.897,-1.557,-0.412,-0.321
0.320,-0.035,-0.064,0.899,-1.450,1.130,0.275
0.330,-0.038,-0.069,0.894,-1.710,1.237,-0.015
0.340,-0.041,-0.072,0.907,-2.336,0.412,0.137
0.340,-0.037,-0.068,0.896,-2.809,0.992,0.229
0.350,-0.034,-0.069,0.890,-2.809,0.870,0.366
0.360,-0.032,-0.073,0.906,-2.351,0.656,0.305
0.370,-0.027,-0.071,0.912,-1.527,1.252,0.092
0.380,-0.038,-0.070,0.896,-0.275,2.092,0.183
0.380,-0.046,-0.065,0.895,0.198,1.710,0.290
0.390,-0.044,-0.063,0.885,-0.076,1.573,0.626
0.400,-0.046,-0.059,0.886,-0.534,1.588,1.282
0.410,-0.038,-0.060,0.877,-1.557,0.351,1.145
0.420,-0.026,-0.057,0.885,-1.237,-0.489,0.855
0.420,-0.024,-0.063,0.892,-1.206,-0.473,0.641
0.430,-0.023,-0.060,0.887,-0.885,0.153,0.427
0.440,-0.022,-0.061,0.889,-0.855,1.130,0.550
0.450,-0.026,-0.058,0.878,-0.718,1.817,0.275
0.460,-0.024,-0.056,0.883,-1.053,1.420,0.076
0.460,-0.029,-0.052,0.883,-1.679,2.489,0.565
0.470,-0.034,-0.050,0.879,-2.916,2.519,0.656
0.480,-0.041,-0.056,0.892,-2.718,1.969,0.840
0.490,-0.035,-0.061,0.897,-2.534,0.580,0.473
0.500,-0.022,-0.060,0.911,-1.573,-1.282,0.137
0.500,-0.015,-0.059,0.902,-1.053,-2.046,-0.183
0.510,-0.012,-0.060,0.903,-0.977,-2.763,-0.718
0.520,-0.011,-0.060,0.875,-1.359,-2.260,-1.496
0.530,-0.031,-0.053,0.876,-2.183,-1.374,-1.740
0.540,-0.040,-0.060,0.893,-2.519,-0.275,-0.992
0.550,-0.044,-0.066,0.923,-2.031,0.794,-0.382
0.550,-0.041,-0.071,0.919,-1.298,0.260,-0.443
0.560,-0.040,-0.066,0.932,-0.076,-0.198,-0.092
0.570,-0.043,-0.066,0.928,0.489,-1.664,-0.122
0.580,-0.039,-0.065,0.917,0.947,-2.763,0.046
0.590,-0.025,-0.066,0.920,1.695,-1.420,0.321
0.590,-0.031,-0.063,0.909,1.771,-0.489,0.061
0.600,-0.018,-0.060,0.915,1.939,0.962,0.076
0.610,-0.011,-0.062,0.924,1.863,3.832,0.183
0.620,-0.017,-0.064,0.933,1.832,4.748,-0.015
0.630,-0.014,-0.066,0.954,2.229,3.969,-0.565
0.630,-0.026,-0.069,0.948,3.145,4.061,-0.611
0.640,-0.043,-0.067,0.963,4.580,2.885,-0.565
0.650,-0.047,-0.059,0.971,6.366,2.611,-0.046
0.660,-0.056,-0.064,0.979,7.435,2.351,0.611
0.670,-0.069,-0.062,0.973,8.076,2.305,1.588
0.670,-0.076,-0.066,0.993,8.885,2.855,3.115
0.680,-0.063,-0.067,1.013,9.863,4.244,4.595
0.690,-0.052,-0.060,1.032,10.733,4.870,5.298
0.700,-0.023,-0.058,1.069,12.305,6.687,6.229
0.700,0.008,-0.063,1.113,13.847,9.435,6.443
0.710,0.022,-0.050,1.171,18.031,12.611,7.282
0.720,0.034,-0.089,1.250,22.870,17.496,7.542
0.730,-0.019,-0.098,1.313,30.733,21.695,10.305
0.740,-0.039,-0.106,1.341,37.618,25.954,13.389
0.750,-0.063,-0.124,1.394,47.389,30.198,16.275
0.750,-0.106,-0.121,1.394,55.939,30.137,19.634
0.760,-0.115,-0.129,1.415,63.924,29.115,23.084
0.770,-0.128,-0.138,1.422,71.863,27.176,25.191
0.780,-0.129,-0.127,1.413,79.389,24.550,26.198
0.790,-0.088,-0.106,1.378,82.687,26.916,25.557
0.800,-0.129,-0.115,1.436,93.237,19.466,25.863
0.800,-0.115,-0.090,1.347,101.069,17.908,24.962
0.810,-0.159,-0.075,1.312,107.069,17.481,26.260
0.820,-0.177,-0.070,1.293,112.870,14.260,28.595
0.830,-0.186,-0.060,1.258,119.237,11.939,30.748
0.840,-0.189,-0.042,1.199,124.214,8.397,32.244
0.850,-0.169,-0.026,1.149,126.702,4.092,34.244
0.850,-0.144,-0.026,1.148,130.565,1.176,36.412
0.860,-0.130,0.000,1.115,133.847,-2.382,38.031
0.870,-0.087,0.010,1.116,137.374,-3.618,38.580
0.880,-0.066,0.016,1.082,141.664,-0.107,38.397
0.890,-0.071,0.040,1.046,146.779,-3.710,37.420
0.900,-0.053,0.074,0.992,147.954,-1.115,36.305
0.900,-0.091,0.083,0.973,146.580,-1.557,35.008
0.910,-0.088,0.085,0.887,150.351,1.679,35.252
0.920,-0.122,0.138,0.907,153.466,-1.557,36.198
0.930,-0.114,0.149,0.879,153.298,0.000,37.695
