Time,acce_x,acce_y,acce_z,gyro_x,gyro_y, gyro_z
0.000,0.277,0.060,0.856,-0.870,2.000,-0.443
0.000,0.274,0.062,0.853,-1.191,1.573,-0.458
0.010,0.275,0.060,0.851,-1.176,1.374,-0.229
0.010,0.276,0.061,0.853,-1.344,1.344,-0.214
0.010,0.270,0.061,0.857,-1.634,1.069,-0.198
0.020,0.280,0.062,0.852,-1.863,1.099,-0.305
0.020,0.279,0.057,0.852,-2.122,0.779,-0.305
0.020,0.274,0.058,0.852,-2.427,0.244,-0.305
0.030,0.282,0.055,0.858,-2.519,-0.473,-0.244
0.030,0.284,0.058,0.867,-2.534,-0.794,-0.443
0.030,0.283,0.050,0.856,-2.366,-1.038,-0.519
0.040,0.283,0.056,0.871,-2.565,-1.878,-0.580
0.040,0.283,0.055,0.878,-2.611,-1.649,-0.687
0.040,0.287,0.047,0.867,-2.458,-1.099,-0.733
0.050,0.286,0.048,0.881,-1.954,-0.672,-0.840
0.050,0.287,0.046,0.881,-1.740,-0.412,-0.763
0.050,0.290,0.043,0.885,-1.069,0.214,-0.763
0.060,0.291,0.051,0.882,-0.733,0.794,-0.779
0.060,0.290,0.050,0.882,-0.321,1.008,-0.885
0.070,0.291,0.058,0.887,-0.061,1.115,-1.038
0.070,0.275,0.054,0.874,-0.092,1.145,-1.145
0.070,0.278,0.043,0.875,-0.092,0.687,-1.252
0.080,0.275,0.057,0.874,-0.031,0.076,-1.542
0.080,0.276,0.056,0.867,-0.214,-0.229,-1.496
0.090,0.278,0.055,0.876,-0.382,-0.656,-1.649
0.090,0.283,0.053,0.872,-0.458,-0.229,-1.511
0.090,0.280,0.054,0.872,-0.351,-0.031,-1.527
0.100,0.278,0.054,0.876,-0.122,-0.092,-1.282
0.100,0.278,0.063,0.878,-0.229,-0.794,-1.282
0.110,0.277,0.055,0.865,-0.351,-0.626,-1.664
0.110,0.278,0.060,0.863,-0.397,-0.336,-1.496
0.110,0.272,0.055,0.870,-0.504,-0.550,-1.405
0.120,0.271,0.054,0.873,-0.656,-0.916,-1.466
0.120,0.271,0.052,0.874,-0.382,-0.779,-1.053
0.130,0.276,0.050,0.878,-0.153,-0.336,-0.992
0.130,0.268,0.058,0.879,0.122,-0.489,-0.962
0.130,0.272,0.052,0.884,0.183,-0.763,-0.748
0.140,0.287,0.057,0.875,0.321,0.122,-0.824
0.140,0.278,0.057,0.880,0.626,0.779,-0.718
0.150,0.280,0.058,0.878,0.931,1.252,-0.611
0.150,0.276,0.061,0.878,1.237,1.115,-0.504
0.150,0.274,0.053,0.869,1.282,0.962,-0.672
0.160,0.279,0.055,0.875,1.695,1.160,-0.824
0.160,0.282,0.053,0.867,1.725,1.084,-0.718
0.160,0.281,0.063,0.863,1.466,0.885,-1.145
0.170,0.284,0.058,0.861,1.389,0.977,-1.344
0.170,0.275,0.055,0.867,1.145,0.611,-1.405
0.180,0.271,0.055,0.859,1.023,0.076,-1.298
0.180,0.270,0.052,0.862,1.069,-0.550,-1.298
0.180,0.267,0.060,0.849,0.931,-0.962,-1.008
0.190,0.264,0.058,0.865,0.916,-1.237,-0.763
0.190,0.269,0.061,0.865,0.977,-1.420,-0.733
0.200,0.268,0.059,0.866,0.626,-1.511,-0.366
0.200,0.280,0.063,0.860,1.115,-0.947,-0.382
0.200,0.275,0.065,0.866,1.191,-0.595,-0.443
0.210,0.278,0.066,0.867,1.389,-0.061,-0.275
0.210,0.276,0.065,0.859,1.542,0.702,-0.275
0.210,0.279,0.070,0.859,1.588,0.794,-0.015
0.220,0.274,0.062,0.844,1.618,1.115,-0.137
0.220,0.270,0.063,0.845,1.649,1.573,0.153
0.230,0.272,0.073,0.837,1.298,2.015,0.244
0.230,0.270,0.067,0.830,0.977,2.275,0.305
0.230,0.271,0.070,0.836,0.992,1.847,0.412
0.240,0.274,0.070,0.841,0.794,1.420,0.366
0.240,0.273,0.067,0.838,0.305,0.458,0.168
0.240,0.279,0.071,0.842,-0.168,0.107,0.244
0.250,0.294,0.071,0.839,-0.473,0.321,0.366
0.250,0.280,0.070,0.829,-0.504,0.763,0.504
0.260,0.276,0.070,0.844,-0.534,0.779,0.641
0.260,0.283,0.065,0.835,-0.916,0.748,0.687
0.260,0.290,0.073,0.831,-1.282,0.702,0.672
0.270,0.285,0.073,0.823,-1.557,0.534,0.412
0.270,0.290,0.073,0.837,-2.214,0.733,0.412
0.280,0.295,0.076,0.838,-2.473,1.237,0.382
0.280,0.294,0.071,0.839,-2.947,1.328,0.137
0.280,0.296,0.063,0.837,-3.298,0.916,-0.137
0.290,0.282,0.064,0.846,-3.359,0.198,-0.336
0.290,0.284,0.062,0.843,-3.695,-0.656,-0.412
0.290,0.286,0.065,0.843,-3.634,-0.626,-0.473
0.300,0.285,0.066,0.857,-3.496,0.076,-0.489
0.300,0.282,0.062,0.851,-3.634,-0.397,-0.656
0.310,0.274,0.058,0.847,-3.832,-1.389,-0.687
0.310,0.273,0.056,0.852,-3.924,-1.481,-0.748
0.310,0.276,0.060,0.851,-3.511,-1.267,-0.687
0.320,0.276,0.059,0.864,-3.710,-1.344,-0.733
0.320,0.276,0.055,0.856,-3.389,-1.176,-0.702
0.330,0.269,0.046,0.868,-2.962,-1.298,-0.626
0.330,0.261,0.048,0.880,-2.748,-1.924,-0.748
