Time,acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.000,0.225,-0.219,0.859,-1.542,-0.550,1.771
0.010,0.224,-0.219,0.863,-1.679,-0.412,1.695
0.020,0.224,-0.216,0.866,-2.183,-0.748,1.496
0.020,0.228,-0.226,0.866,-2.336,-0.107,1.145
0.030,0.229,-0.227,0.865,-2.855,0.122,1.069
0.040,0.231,-0.228,0.867,-2.763,0.000,0.748
0.040,0.233,-0.223,0.885,-2.702,0.046,0.290
0.050,0.226,-0.242,0.887,-2.107,0.489,-0.076
0.060,0.225,-0.232,0.883,-1.237,0.672,-0.260
0.070,0.225,-0.228,0.876,-1.389,-0.840,-0.519
0.070,0.226,-0.227,0.878,-0.901,0.305,-1.084
0.080,0.217,-0.227,0.884,-0.824,0.107,-1.466
0.090,0.213,-0.228,0.863,-0.656,1.466,-1.786
0.100,0.207,-0.227,0.854,-0.977,0.824,-1.679
0.110,0.204,-0.226,0.858,-1.313,1.221,-1.725
0.110,0.193,-0.224,0.851,-1.817,0.809,-1.908
0.120,0.194,-0.231,0.859,-2.046,0.351,-2.031
0.130,0.182,-0.231,0.851,-2.046,0.351,-1.603
0.140,0.183,-0.229,0.850,-2.412,0.427,-0.855
0.150,0.181,-0.234,0.865,-2.809,0.061,-0.565
0.150,0.184,-0.230,0.874,-2.885,-0.275,-0.458
0.160,0.188,-0.229,0.879,-2.489,-0.137,-0.229
0.170,0.185,-0.228,0.874,-1.954,-0.168,0.137
0.180,0.188,-0.228,0.867,-1.267,-0.473,0.702
0.190,0.192,-0.225,0.869,-1.664,-0.595,0.641
0.190,0.203,-0.228,0.874,-1.359,-0.840,0.366
0.200,0.212,-0.226,0.874,-1.160,-0.397,0.687
0.210,0.209,-0.219,0.869,-0.992,0.229,0.809
0.220,0.211,-0.220,0.862,-1.313,-0.046,0.626
0.230,0.219,-0.221,0.862,-1.420,0.031,0.275
0.230,0.223,-0.219,0.865,-1.817,0.321,-0.076
0.240,0.221,-0.218,0.865,-1.664,0.137,-0.626
0.250,0.209,-0.215,0.869,-1.389,0.046,-0.595
0.260,0.209,-0.215,0.857,-1.328,-0.656,-0.565
0.270,0.216,-0.206,0.850,-1.969,-1.221,-0.779
0.270,0.205,-0.210,0.855,-2.260,-1.038,-0.947
0.280,0.209,-0.208,0.852,-2.580,-1.618,-0.840
0.290,0.215,-0.205,0.866,-2.870,-1.817,-1.053
0.300,0.210,-0.208,0.875,-2.763,-0.824,-0.962
0.310,0.213,-0.212,0.878,-2.366,-0.366,-1.237
0.320,0.214,-0.218,0.871,-1.893,1.481,-1.084
0.320,0.191,-0.224,0.869,-1.756,1.618,-0.870
0.330,0.199,-0.225,0.872,-1.786,1.710,-1.053
0.340,0.197,-0.231,0.870,-2.000,0.565,-1.145
0.350,0.192,-0.222,0.869,-1.389,0.031,-1.252
0.360,0.190,-0.226,0.867,-1.267,-0.427,-1.160
0.360,0.186,-0.232,0.876,-1.603,-0.931,-0.870
0.370,0.187,-0.233,0.877,-1.389,-0.244,-0.458
0.380,0.187,-0.231,0.882,-1.405,-0.107,-0.076
0.390,0.185,-0.235,0.887,-0.901,-0.015,0.351
0.400,0.184,-0.232,0.886,-0.504,0.565,0.763
0.400,0.193,-0.231,0.882,-0.015,-1.221,0.641
0.410,0.196,-0.232,0.888,0.275,-0.718,0.779
0.420,0.206,-0.234,0.872,1.221,0.260,1.008
0.430,0.205,-0.230,0.868,1.466,-0.153,1.252
0.440,0.199,-0.224,0.855,1.206,0.351,1.344
0.440,0.206,-0.218,0.854,0.595,0.458,1.359
0.450,0.211,-0.219,0.857,-0.183,-0.031,1.115
0.460,0.209,-0.219,0.856,-0.153,0.305,1.221
0.470,0.212,-0.218,0.862,-0.336,0.107,0.901
0.470,0.207,-0.219,0.855,-0.611,-0.229,0.794
0.480,0.206,-0.219,0.855,-0.992,-1.237,0.519
0.490,0.217,-0.222,0.865,-1.420,-1.695,0.305
0.500,0.213,-0.220,0.865,-1.176,-1.206,0.244
0.510,0.207,-0.220,0.853,-1.099,-1.954,0.244
0.510,0.221,-0.219,0.866,-1.084,-0.962,0.092
0.520,0.212,-0.219,0.864,-1.008,-0.916,0.107
0.530,0.224,-0.211,0.851,-1.237,-0.214,0.031
0.540,0.213,-0.205,0.848,-1.435,-0.336,-0.473
0.550,0.216,-0.206,0.855,-1.603,-0.107,-0.885
0.550,0.213,-0.208,0.848,-2.046,-0.489,-1.191
0.560,0.208,-0.206,0.858,-2.305,-0.947,-1.237
0.570,0.197,-0.215,0.862,-2.382,-0.641,-1.328
0.580,0.210,-0.208,0.871,-1.847,-0.092,-1.359
0.590,0.206,-0.209,0.865,-1.511,0.336,-1.573
0.590,0.198,-0.211,0.868,-1.496,0.198,-1.603
0.600,0.185,-0.210,0.858,-1.206,-0.153,-1.649
0.610,0.189,-0.207,0.860,-1.206,0.061,-1.557
0.620,0.188,-0.204,0.855,-0.901,0.977,-1.267
0.630,0.173,-0.211,0.842,-1.130,1.511,-0.718
0.630,0.178,-0.208,0.838,-1.832,1.740,-0.031
0.640,0.178,-0.201,0.840,-2.687,1.893,0.153
0.650,0.178,-0.204,0.830,-3.313,1.679,0.473
0.660,0.174,-0.205,0.849,-4.092,1.191,0.305
0.670,0.183,-0.211,0.865,-4.000,0.626,0.305
0.670,0.186,-0.215,0.860,-4.122,0.046,0.779
0.680,0.193,-0.214,0.873,-3.527,-0.122,0.763
0.690,0.194,-0.216,0.878,-2.916,-0.855,0.366
0.700,0.190,-0.215,0.871,-2.626,-0.748,0.260
0.710,0.183,-0.215,0.875,-2.122,-0.763,0.595
0.710,0.180,-0.213,0.863,-2.015,-0.718,0.840
0.720,0.187,-0.215,0.865,-2.183,-0.885,0.947
0.730,0.188,-0.217,0.868,-2.168,-0.137,1.008
0.740,0.188,-0.214,0.870,-2.244,-0.107,1.084
0.750,0.196,-0.222,0.867,-2.748,-0.397,0.962
0.750,0.190,-0.227,0.871,-2.534,0.916,1.176
0.760,0.196,-0.229,0.884,-2.809,0.992,1.191
0.770,0.189,-0.231,0.882,-2.519,1.267,1.206
0.780,0.178,-0.232,0.897,-2.092,0.550,1.908
0.780,0.187,-0.237,0.901,-1.496,0.427,2.260
0.790,0.184,-0.236,0.892,-0.702,0.366,2.718
0.800,0.198,-0.235,0.886,-0.214,-0.458,2.427
0.810,0.204,-0.226,0.870,0.214,-0.427,2.183
0.820,0.202,-0.224,0.881,0.183,-0.550,2.260
0.820,0.201,-0.227,0.867,0.000,-0.992,2.443
0.830,0.208,-0.223,0.872,-0.168,-1.145,2.351
0.840,0.213,-0.223,0.862,-0.687,-1.405,2.366
