Time,acce_x,acce_y,acce_z,gyro_x,gyro_y, gyro_z
0.000,0.059,0.012,0.821,7.969,-3.588,1.481
0.000,0.063,0.021,0.814,7.359,-2.977,1.359
0.010,0.066,0.015,0.806,6.947,-3.511,1.359
0.010,0.077,0.012,0.822,6.366,-4.458,1.053
0.010,0.075,0.018,0.819,6.046,-5.725,0.534
0.020,0.077,0.021,0.816,5.802,-6.397,0.321
0.020,0.082,0.023,0.809,5.282,-6.840,0.076
0.020,0.086,0.026,0.802,4.565,-6.458,0.122
0.030,0.091,0.037,0.800,4.244,-6.061,0.031
0.030,0.099,0.032,0.805,3.817,-6.061,-0.275
0.030,0.103,0.031,0.793,3.542,-6.183,-0.550
0.040,0.110,0.030,0.796,2.977,-6.092,-0.977
0.040,0.123,0.031,0.804,2.580,-5.573,-1.328
0.040,0.116,0.031,0.798,2.046,-4.427,-1.847
0.050,0.112,0.037,0.793,1.664,-3.145,-2.092
0.050,0.105,0.027,0.799,0.779,-2.733,-2.687
0.050,0.108,0.024,0.810,0.336,-1.863,-2.763
0.060,0.104,0.024,0.813,-0.397,-0.794,-2.901
0.060,0.104,0.022,0.819,-0.855,0.000,-2.992
0.060,0.091,0.014,0.827,-1.618,0.626,-3.282
0.070,0.082,0.014,0.834,-2.046,0.427,-3.542
0.070,0.071,0.010,0.843,-2.229,-0.321,-4.031
0.080,0.071,0.009,0.837,-2.489,-1.405,-4.183
0.080,0.063,-0.001,0.845,-2.656,-2.504,-4.290
0.080,0.062,0.009,0.845,-2.550,-2.198,-4.183
0.090,0.051,-0.001,0.846,-2.748,-1.679,-3.908
0.090,0.044,0.005,0.830,-3.038,-1.924,-3.588
0.100,0.041,0.003,0.834,-3.603,-2.122,-3.496
0.100,0.040,0.011,0.823,-4.382,-1.939,-3.374
0.100,0.039,0.012,0.814,-4.931,-1.313,-2.931
0.110,0.039,0.007,0.816,-5.695,-0.137,-2.550
0.110,0.030,0.013,0.829,-6.458,0.489,-2.290
0.120,0.032,0.009,0.832,-7.084,0.473,-2.092
0.120,0.033,0.000,0.840,-7.573,0.458,-1.908
0.120,0.041,-0.003,0.841,-7.924,0.076,-1.847
0.130,0.037,0.004,0.853,-8.076,-0.244,-1.771
0.130,0.032,0.004,0.847,-8.168,-1.145,-1.664
0.140,0.033,-0.001,0.872,-8.168,-1.450,-1.679
0.140,0.039,-0.003,0.864,-8.321,-1.908,-1.527
0.140,0.040,-0.005,0.861,-8.260,-1.405,-1.313
0.150,0.045,0.002,0.860,-8.168,-1.069,-1.237
0.150,0.055,-0.007,0.870,-8.092,-1.084,-0.885
0.160,0.053,-0.004,0.877,-8.244,-0.534,-0.870
0.160,0.045,-0.006,0.871,-8.290,0.137,-1.038
0.160,0.053,-0.006,0.893,-8.076,0.779,-1.252
0.170,0.055,-0.006,0.893,-8.015,1.618,-1.130
0.170,0.053,-0.012,0.901,-7.359,2.015,-1.145
0.180,0.037,-0.011,0.900,-7.206,2.168,-1.160
0.180,0.035,-0.010,0.894,-7.267,1.435,-1.420
0.180,0.038,-0.012,0.895,-7.008,0.626,-1.267
0.190,0.039,-0.011,0.899,-6.916,0.321,-1.420
0.190,0.043,-0.011,0.895,-6.702,-0.076,-1.267
0.200,0.041,-0.009,0.894,-6.885,-0.122,-0.992
0.200,0.043,-0.011,0.884,-7.191,-0.779,-0.779
0.210,0.041,-0.010,0.882,-7.481,-1.618,-0.656
0.210,0.048,-0.010,0.890,-7.908,-1.740,-0.870
0.210,0.043,-0.015,0.894,-7.771,-1.695,-0.733
0.220,0.047,-0.015,0.914,-7.664,-1.527,-0.702
0.220,0.046,-0.023,0.907,-7.069,-0.763,-0.534
0.230,0.050,-0.012,0.919,-6.870,-0.260,-0.092
0.230,0.037,-0.018,0.925,-6.550,0.504,0.153
0.230,0.049,-0.014,0.924,-6.351,2.107,0.504
0.240,0.052,-0.021,0.919,-5.817,2.840,0.672
0.240,0.047,-0.020,0.921,-5.298,2.977,0.641
0.250,0.042,-0.021,0.925,-5.313,2.534,0.702
0.250,0.043,-0.011,0.913,-5.450,2.626,0.611
0.250,0.050,-0.010,0.911,-5.160,2.870,0.870
0.260,0.057,-0.018,0.920,-5.481,3.069,1.145
0.260,0.055,-0.007,0.911,-5.817,2.962,1.298
0.260,0.053,-0.008,0.906,-5.863,2.794,1.481
0.270,0.064,-0.010,0.911,-5.802,2.580,1.740
0.270,0.063,-0.012,0.918,-5.924,2.626,1.634
0.280,0.072,-0.010,0.917,-5.893,2.534,1.710
0.280,0.075,-0.015,0.928,-5.664,2.687,1.466
0.280,0.060,-0.010,0.908,-5.802,2.397,1.313
0.290,0.060,-0.010,0.918,-5.832,1.649,1.359
0.290,0.079,-0.020,0.927,-5.908,1.252,1.130
0.300,0.086,-0.013,0.940,-4.962,1.344,0.794
0.300,0.085,-0.028,0.941,-4.656,1.679,0.351
0.300,0.084,-0.021,0.948,-4.107,2.214,0.244
0.310,0.079,-0.018,0.936,-3.664,2.061,-0.168
0.310,0.080,-0.021,0.941,-3.496,1.695,-0.473
0.320,0.079,-0.020,0.945,-2.870,1.374,-0.641
0.320,0.071,-0.016,0.932,-2.779,1.145,-0.763
0.320,0.059,-0.013,0.942,-2.779,0.748,-0.565
0.330,0.060,-0.011,0.926,-2.687,-0.321,-0.321
0.330,0.062,-0.006,0.931,-2.748,-1.176,-0.290
0.340,0.064,-0.008,0.922,-2.992,-1.847,-0.229
0.340,0.068,-0.011,0.934,-3.511,-1.695,-0.031
0.340,0.074,-0.010,0.949,-3.618,-1.725,0.092
0.350,0.070,-0.013,0.959,-3.573,-1.634,-0.061
0.350,0.089,-0.018,0.961,-3.389,-1.221,-0.229
0.360,0.083,-0.022,0.981,-2.412,-0.397,-0.443
0.360,0.080,-0.024,0.994,-1.817,0.061,-0.351
0.360,0.074,-0.022,0.991,-1.267,0.534,-0.290
0.370,0.080,-0.030,1.002,-0.290,1.282,-0.229
0.370,0.082,-0.023,1.005,0.901,1.206,-0.489
0.380,0.082,-0.030,1.020,1.679,0.107,-0.901
0.380,0.076,-0.021,1.011,2.153,-1.008,-1.099
0.380,0.079,-0.030,1.020,2.977,-1.008,-1.145
0.390,0.075,-0.023,1.010,3.481,-0.702,-1.145
0.390,0.073,-0.018,1.012,3.527,-0.977,-1.160
0.400,0.061,-0.018,1.007,3.359,-1.679,-1.038
0.400,0.051,-0.025,1.003,3.359,-2.824,-0.947
0.400,0.047,-0.028,1.031,3.267,-3.557,-0.718
0.410,0.042,-0.035,1.050,3.924,-3.603,-0.565
0.410,0.041,-0.036,1.061,4.962,-4.290,-0.107
0.420,0.029,-0.036,1.068,5.710,-5.252,0.321
0.420,0.031,-0.046,1.073,6.901,-6.031,0.626
0.420,0.033,-0.041,1.068,7.969,-6.168,0.779
0.430,0.044,-0.045,1.075,9.237,-5.679,0.992
0.430,0.048,-0.044,1.073,10.733,-5.008,1.206
0.440,0.048,-0.050,1.072,11.969,-4.763,1.359
0.440,0.045,-0.046,1.066,13.527,-4.565,1.527
0.440,0.044,-0.047,1.062,14.702,-4.366,1.603
0.450,0.051,-0.046,1.043,16.061,-4.015,1.847
0.450,0.048,-0.042,1.042,17.298,-3.618,2.015
0.460,0.048,-0.041,1.029,18.595,-3.221,2.183
0.460,0.039,-0.035,1.021,19.786,-3.420,2.260
0.460,0.043,-0.039,0.994,20.824,-3.557,2.336
0.470,0.046,-0.036,0.985,21.924,-3.573,2.260
0.470,0.037,-0.028,0.963,22.382,-4.183,2.489
0.480,0.033,-0.021,0.950,22.672,-5.237,2.794
0.480,0.035,-0.014,0.940,22.427,-5.481,3.084
0.480,0.043,-0.001,0.920,22.519,-5.344,3.618
0.490,0.042,0.002,0.909,22.229,-4.962,3.908
0.490,0.053,0.005,0.895,21.802,-4.397,4.260
0.500,0.058,0.010,0.876,21.450,-4.214,4.260
0.500,0.063,0.010,0.873,21.038,-4.397,4.260
0.500,0.073,0.020,0.867,20.366,-4.137,4.275
0.510,0.086,0.020,0.860,20.000,-3.328,3.832
0.510,0.095,0.026,0.843,19.191,-2.214,3.649
0.510,0.101,0.023,0.848,18.656,-1.603,3.237
0.520,0.091,0.023,0.846,18.244,-2.305,2.489
0.520,0.090,0.020,0.859,17.924,-3.405,1.985
0.530,0.082,0.023,0.863,17.771,-4.015,1.939
0.530,0.077,0.026,0.865,17.557,-4.076,2.046
0.530,0.084,0.031,0.861,17.496,-3.145,2.305
0.540,0.084,0.029,0.862,17.481,-1.679,2.336
0.540,0.082,0.017,0.870,17.450,-0.718,2.458
0.550,0.083,0.020,0.875,17.573,0.046,2.229
0.550,0.074,0.020,0.879,17.939,0.397,1.908
0.550,0.066,0.017,0.880,18.137,0.931,1.725
0.560,0.062,0.014,0.894,18.290,1.420,1.985
0.560,0.058,0.025,0.903,18.519,2.580,2.427
0.570,0.045,0.022,0.885,18.794,3.802,2.992
0.570,0.043,0.023,0.892,18.931,4.611,3.450
0.570,0.032,0.030,0.878,18.885,4.443,4.046
0.580,0.028,0.029,0.874,18.916,3.435,4.229
0.580,0.033,0.035,0.869,18.595,2.000,4.137
0.580,0.042,0.033,0.874,18.351,0.412,4.031
0.590,0.037,0.029,0.876,18.290,-0.351,3.985
0.590,0.034,0.034,0.877,18.305,-1.160,3.756
0.600,0.033,0.030,0.868,18.519,-2.534,4.031
0.600,0.032,0.037,0.867,18.611,-3.496,4.046
0.600,0.034,0.040,0.853,18.443,-4.656,4.366
0.610,0.040,0.042,0.841,18.351,-4.916,4.382
0.610,0.045,0.051,0.838,18.198,-5.511,4.214
0.620,0.047,0.054,0.833,17.786,-5.954,4.183
0.620,0.046,0.055,0.826,17.420,-6.183,4.321
0.620,0.046,0.068,0.818,16.855,-6.229,4.718
0.630,0.054,0.075,0.811,16.031,-5.267,5.008
0.630,0.068,0.076,0.812,15.115,-4.137,5.405
0.630,0.074,0.082,0.811,14.687,-3.588,5.573
0.640,0.080,0.083,0.820,14.198,-3.176,5.160
0.640,0.092,0.076,0.817,14.061,-2.824,4.748
0.650,0.098,0.078,0.824,13.863,-2.290,4.122
0.650,0.109,0.074,0.826,13.603,-1.405,3.695
0.650,0.107,0.065,0.825,13.664,-0.519,3.344
0.660,0.105,0.080,0.823,13.740,-0.122,2.901
0.660,0.101,0.077,0.814,13.450,-0.611,2.626
0.670,0.108,0.085,0.797,13.084,-1.069,2.244
0.670,0.108,0.088,0.776,12.580,-1.740,1.603
0.670,0.112,0.086,0.782,11.847,-1.954,0.931
0.680,0.115,0.085,0.784,10.916,-2.137,0.443
0.680,0.106,0.086,0.771,10.198,-2.397,-0.107
0.690,0.100,0.089,0.759,9.267,-3.221,-0.519
0.690,0.086,0.090,0.749,8.458,-4.153,-0.916
0.690,0.087,0.083,0.764,7.893,-4.656,-1.206
0.700,0.083,0.089,0.754,7.359,-4.473,-1.481
0.700,0.074,0.083,0.764,6.519,-4.519,-1.542
0.710,0.079,0.089,0.761,5.878,-4.397,-1.328
0.710,0.073,0.097,0.755,5.298,-3.969,-1.176
0.710,0.072,0.104,0.764,4.748,-3.679,-0.992
0.720,0.076,0.093,0.765,3.954,-3.420,-1.038
0.720,0.076,0.088,0.762,2.672,-3.420,-0.885
0.720,0.072,0.089,0.765,2.061,-2.977,-0.885
0.730,0.072,0.087,0.765,1.130,-3.099,-0.748
0.730,0.075,0.086,0.774,0.046,-2.534,-0.565
0.740,0.076,0.082,0.783,-0.824,-2.443,-0.580
0.740,0.076,0.076,0.789,-1.252,-2.122,-0.702
0.740,0.072,0.072,0.787,-1.191,-2.489,-0.809
0.750,0.058,0.077,0.802,-1.496,-2.656,-0.611
0.750,0.063,0.075,0.807,-1.786,-2.687,-0.473
0.760,0.059,0.076,0.795,-1.817,-2.870,-0.137
0.760,0.067,0.078,0.794,-2.336,-2.931,0.015
0.760,0.068,0.081,0.801,-2.611,-2.809,0.046
0.770,0.076,0.075,0.808,-2.580,-2.962,0.107
0.770,0.081,0.077,0.815,-2.962,-2.962,0.137
0.780,0.081,0.068,0.823,-3.420,-2.275,0.092
0.780,0.088,0.074,0.823,-3.756,-1.466,0.031
0.780,0.084,0.071,0.833,-3.847,-1.176,-0.031
0.790,0.082,0.074,0.831,-4.275,-0.931,-0.214
0.790,0.081,0.074,0.839,-4.611,-0.962,-0.534
0.800,0.088,0.072,0.827,-5.191,-0.565,-0.779
0.800,0.083,0.076,0.840,-5.313,0.595,-0.611
0.800,0.081,0.071,0.840,-5.511,1.511,-0.519
0.810,0.076,0.074,0.853,-5.756,1.969,-0.397
0.810,0.074,0.066,0.850,-5.573,1.893,-0.351
0.820,0.068,0.064,0.871,-5.191,1.176,-0.641
0.820,0.072,0.067,0.871,-5.053,1.053,-0.687
0.820,0.080,0.066,0.871,-4.931,1.603,-0.794
0.830,0.078,0.063,0.876,-4.595,2.122,-0.840
0.830,0.072,0.068,0.875,-4.214,1.740,-0.855
0.840,0.069,0.062,0.875,-4.443,0.809,-1.053
0.840,0.063,0.072,0.875,-4.687,-0.015,-1.099
0.840,0.060,0.072,0.879,-4.931,-0.336,-1.099
0.850,0.054,0.067,0.885,-5.130,-0.504,-0.809
0.850,0.056,0.072,0.890,-5.282,-0.153,-0.427
0.850,0.049,0.066,0.888,-5.313,0.015,-0.351
0.860,0.051,0.064,0.904,-5.435,-0.351,-0.076
0.860,0.051,0.062,0.892,-5.420,-0.550,-0.076
0.870,0.059,0.067,0.906,-5.191,-0.397,0.061
0.870,0.047,0.068,0.908,-4.824,0.229,0.504
0.870,0.042,0.073,0.900,-4.748,0.443,0.916
0.880,0.043,0.072,0.906,-4.580,0.473,1.282
0.880,0.047,0.075,0.906,-4.580,0.672,1.695
0.890,0.063,0.073,0.906,-4.061,1.038,1.756
0.890,0.067,0.071,0.923,-3.756,1.298,1.832
0.890,0.075,0.077,0.919,-3.802,1.282,1.695
0.900,0.076,0.074,0.921,-3.573,1.130,1.725
0.900,0.079,0.071,0.935,-3.405,1.679,1.756
0.910,0.092,0.077,0.928,-2.779,2.076,1.664
0.910,0.085,0.073,0.927,-2.458,2.840,1.649
0.910,0.087,0.077,0.926,-1.969,2.702,1.847
0.920,0.088,0.076,0.930,-1.924,2.397,1.679
0.920,0.084,0.085,0.913,-1.557,2.763,1.771
0.920,0.086,0.085,0.912,-1.527,3.069,1.481
0.930,0.080,0.081,0.915,-1.466,3.038,1.450
0.930,0.085,0.084,0.910,-1.817,2.947,1.450
0.940,0.082,0.086,0.909,-2.137,2.061,1.237
0.940,0.081,0.083,0.916,-2.260,2.137,1.298
0.940,0.072,0.083,0.905,-2.366,2.275,1.466
0.950,0.074,0.090,0.907,-2.473,1.832,1.496
0.950,0.070,0.084,0.897,-2.473,1.313,1.557
0.950,0.072,0.089,0.909,-2.611,0.641,1.664
